#Columns:
#1. mass (M_solar)
#2. cumulative number density of halos [comoving Mpc^-3]
#3. (dn/dM)*dM (differential number density of halos) [comoving Mpc^-3]
1.778279e+11	6.649219e-03	1.115882e-04
1.812731e+11	6.537630e-03	1.097672e-04
1.847850e+11	6.427863e-03	1.079755e-04
1.883649e+11	6.319888e-03	1.062127e-04
1.920142e+11	6.213675e-03	1.044783e-04
1.957342e+11	6.109197e-03	1.027719e-04
1.995262e+11	6.006425e-03	1.010930e-04
2.033918e+11	5.905332e-03	9.944128e-05
2.073322e+11	5.805891e-03	9.781616e-05
2.113489e+11	5.708074e-03	9.621719e-05
2.154435e+11	5.611857e-03	9.464400e-05
2.196174e+11	5.517213e-03	9.309624e-05
2.238721e+11	5.424117e-03	9.157350e-05
2.282093e+11	5.332543e-03	9.007529e-05
2.326305e+11	5.242468e-03	8.860120e-05
2.371374e+11	5.153867e-03	8.715087e-05
2.417315e+11	5.066716e-03	8.572400e-05
2.464147e+11	4.980992e-03	8.432020e-05
2.511886e+11	4.896672e-03	8.293901e-05
2.560550e+11	4.813733e-03	8.158004e-05
2.610157e+11	4.732153e-03	8.024301e-05
2.660725e+11	4.651910e-03	7.892762e-05
2.712273e+11	4.572982e-03	7.763348e-05
2.764819e+11	4.495349e-03	7.636016e-05
2.818383e+11	4.418989e-03	7.510735e-05
2.872985e+11	4.343881e-03	7.387480e-05
2.928645e+11	4.270006e-03	7.266221e-05
2.985383e+11	4.197344e-03	7.146917e-05
3.043220e+11	4.125875e-03	7.029531e-05
3.102178e+11	4.055580e-03	6.914040e-05
3.162278e+11	3.986439e-03	6.800421e-05
3.223542e+11	3.918435e-03	6.688639e-05
3.285993e+11	3.851549e-03	6.578655e-05
3.349654e+11	3.785762e-03	6.470442e-05
3.414549e+11	3.721058e-03	6.363983e-05
3.480701e+11	3.657418e-03	6.259248e-05
3.548134e+11	3.594825e-03	6.156201e-05
3.616874e+11	3.533263e-03	6.054810e-05
3.686945e+11	3.472715e-03	5.955061e-05
3.758374e+11	3.413165e-03	5.856931e-05
3.831187e+11	3.354595e-03	5.760384e-05
3.905410e+11	3.296992e-03	5.665388e-05
3.981072e+11	3.240338e-03	5.571929e-05
4.058199e+11	3.184618e-03	5.479989e-05
4.136820e+11	3.129819e-03	5.389533e-05
4.216965e+11	3.075923e-03	5.300530e-05
4.298662e+11	3.022918e-03	5.212966e-05
4.381942e+11	2.970788e-03	5.126827e-05
4.466836e+11	2.919520e-03	5.042081e-05
4.553374e+11	2.869099e-03	4.958693e-05
4.641589e+11	2.819512e-03	4.876655e-05
4.731513e+11	2.770746e-03	4.795955e-05
4.823178e+11	2.722786e-03	4.716558e-05
4.916620e+11	2.675621e-03	4.638433e-05
5.011872e+11	2.629236e-03	4.561575e-05
5.108970e+11	2.583620e-03	4.485973e-05
5.207948e+11	2.538761e-03	4.411590e-05
5.308844e+11	2.494645e-03	4.338396e-05
5.411695e+11	2.451261e-03	4.266395e-05
5.516539e+11	2.408597e-03	4.195572e-05
5.623413e+11	2.366641e-03	4.125884e-05
5.732358e+11	2.325382e-03	4.057313e-05
5.843414e+11	2.284809e-03	3.989867e-05
5.956621e+11	2.244911e-03	3.923521e-05
6.072022e+11	2.205675e-03	3.858233e-05
6.189658e+11	2.167093e-03	3.793997e-05
6.309573e+11	2.129153e-03	3.730821e-05
6.431812e+11	2.091845e-03	3.668669e-05
6.556418e+11	2.055158e-03	3.607503e-05
6.683439e+11	2.019083e-03	3.547334e-05
6.812921e+11	1.983610e-03	3.488161e-05
6.944911e+11	1.948728e-03	3.429935e-05
7.079458e+11	1.914429e-03	3.372634e-05
7.216612e+11	1.880702e-03	3.316283e-05
7.356423e+11	1.847540e-03	3.260857e-05
7.498942e+11	1.814931e-03	3.206306e-05
7.644223e+11	1.782868e-03	3.152636e-05
7.792318e+11	1.751342e-03	3.099864e-05
7.943282e+11	1.720343e-03	3.047942e-05
8.097171e+11	1.689864e-03	2.996838e-05
8.254042e+11	1.659895e-03	2.946579e-05
8.413951e+11	1.630429e-03	2.897154e-05
8.576959e+11	1.601458e-03	2.848512e-05
8.743125e+11	1.572973e-03	2.800649e-05
8.912509e+11	1.544966e-03	2.753587e-05
9.085176e+11	1.517430e-03	2.707292e-05
9.261187e+11	1.490357e-03	2.661727e-05
9.440609e+11	1.463740e-03	2.616908e-05
9.623506e+11	1.437571e-03	2.572836e-05
9.809947e+11	1.411843e-03	2.529471e-05
1.000000e+12	1.386548e-03	2.486797e-05
1.019373e+12	1.361680e-03	2.444830e-05
1.039122e+12	1.337232e-03	2.403557e-05
1.059254e+12	1.313196e-03	2.362941e-05
1.079775e+12	1.289567e-03	2.322978e-05
1.100694e+12	1.266337e-03	2.283684e-05
1.122018e+12	1.243500e-03	2.245032e-05
1.143756e+12	1.221050e-03	2.206992e-05
1.165914e+12	1.198980e-03	2.169575e-05
1.188502e+12	1.177284e-03	2.132785e-05
1.211528e+12	1.155956e-03	2.096585e-05
1.234999e+12	1.134991e-03	2.060963e-05
1.258925e+12	1.114381e-03	2.025935e-05
1.283315e+12	1.094122e-03	1.991487e-05
1.308177e+12	1.074207e-03	1.957586e-05
1.333521e+12	1.054631e-03	1.924235e-05
1.359356e+12	1.035388e-03	1.891444e-05
1.385692e+12	1.016474e-03	1.859188e-05
1.412538e+12	9.978821e-04	1.827444e-05
1.439903e+12	9.796077e-04	1.796223e-05
1.467799e+12	9.616455e-04	1.765527e-05
1.496236e+12	9.439902e-04	1.735324e-05
1.525223e+12	9.266370e-04	1.705604e-05
1.554772e+12	9.095809e-04	1.676382e-05
1.584893e+12	8.928171e-04	1.647646e-05
1.615598e+12	8.763406e-04	1.619366e-05
1.646898e+12	8.601470e-04	1.591547e-05
1.678804e+12	8.442315e-04	1.564198e-05
1.711328e+12	8.285895e-04	1.537295e-05
1.744483e+12	8.132166e-04	1.510821e-05
1.778279e+12	7.981084e-04	1.484786e-05
1.812731e+12	7.832605e-04	1.459189e-05
1.847850e+12	7.686686e-04	1.434003e-05
1.883649e+12	7.543286e-04	1.409224e-05
1.920142e+12	7.402363e-04	1.384861e-05
1.957342e+12	7.263877e-04	1.360904e-05
1.995262e+12	7.127787e-04	1.337329e-05
2.033918e+12	6.994054e-04	1.314140e-05
2.073322e+12	6.862640e-04	1.291344e-05
2.113489e+12	6.733506e-04	1.268921e-05
2.154435e+12	6.606614e-04	1.246857e-05
2.196174e+12	6.481928e-04	1.225161e-05
2.238721e+12	6.359412e-04	1.203832e-05
2.282093e+12	6.239029e-04	1.182846e-05
2.326305e+12	6.120744e-04	1.162200e-05
2.371374e+12	6.004524e-04	1.141904e-05
2.417315e+12	5.890334e-04	1.121946e-05
2.464147e+12	5.778139e-04	1.102308e-05
2.511886e+12	5.667908e-04	1.082993e-05
2.560550e+12	5.559609e-04	1.064007e-05
2.610157e+12	5.453208e-04	1.045334e-05
2.660725e+12	5.348675e-04	1.026959e-05
2.712273e+12	5.245979e-04	1.008894e-05
2.764819e+12	5.145089e-04	9.911353e-06
2.818383e+12	5.045976e-04	9.736639e-06
2.872985e+12	4.948610e-04	9.564767e-06
2.928645e+12	4.852962e-04	9.395825e-06
2.985383e+12	4.759004e-04	9.229712e-06
3.043220e+12	4.666707e-04	9.066272e-06
3.102178e+12	4.576044e-04	8.905541e-06
3.162278e+12	4.486988e-04	8.747565e-06
3.223542e+12	4.399513e-04	8.592193e-06
3.285993e+12	4.313591e-04	8.439331e-06
3.349654e+12	4.229197e-04	8.289052e-06
3.414549e+12	4.146307e-04	8.141338e-06
3.480701e+12	4.064894e-04	7.996025e-06
3.548134e+12	3.984933e-04	7.853093e-06
3.616874e+12	3.906402e-04	7.712610e-06
3.686945e+12	3.829276e-04	7.574497e-06
3.758374e+12	3.753531e-04	7.438615e-06
3.831187e+12	3.679145e-04	7.305003e-06
3.905410e+12	3.606095e-04	7.173693e-06
3.981072e+12	3.534358e-04	7.044565e-06
4.058199e+12	3.463913e-04	6.917531e-06
4.136820e+12	3.394737e-04	6.792662e-06
4.216965e+12	3.326811e-04	6.669936e-06
4.298662e+12	3.260111e-04	6.549222e-06
4.381942e+12	3.194619e-04	6.430493e-06
4.466836e+12	3.130314e-04	6.313818e-06
4.553374e+12	3.067176e-04	6.199122e-06
4.641589e+12	3.005185e-04	6.086295e-06
4.731513e+12	2.944322e-04	5.975362e-06
4.823178e+12	2.884568e-04	5.866357e-06
4.916620e+12	2.825905e-04	5.759178e-06
5.011872e+12	2.768313e-04	5.653748e-06
5.108970e+12	2.711775e-04	5.550129e-06
5.207948e+12	2.656274e-04	5.448300e-06
